first_name,last_name,company_name,address,city,county,postal,phone1,phone2,email,web,full_name,email_domain,city_length,is_gmail,company_word_count
Lashawn,Ker,"Thornsjo, Dale O Esq",13 Nelson Rd,Filwood Ward,Bristol,BS4 1HT,01676-780022,01470-187069,lashawn.ker@gmail.com,http://www.thornsjodaleoesq.co.uk,Lashawn Ker,gmail.com,12,True,4
Wade,Sovel,Manhattan Supply Co Deer Pk,2546 Hunter St,Central Buchan Ward,Aberdeenshire,AB53 6YD,01712-978062,01317-960371,wade@hotmail.com,http://www.manhattansupplycodeerpk.co.uk,Wade Sovel,hotmail.com,19,False,5
Whitney,Tishler,Clifford Standifer & Mcdowell,77 Mason St #650,Smallbridge and Firgrove Ward,Greater Manchester,OL16 3AW,01224-605237,01948-891701,whitney@gmail.com,http://www.cliffordstandifermcdowell.co.uk,Whitney Tishler,gmail.com,29,True,4
Deja,Conatser,Universal Case Co,94 Wakefield St,Lavenham,Suffolk,CO10 9PU,01378-234592,01879-981256,deja.conatser@hotmail.com,http://www.universalcaseco.co.uk,Deja Conatser,hotmail.com,8,False,3
Earnestine,Casper,A O J Mfg Corp,529 Stalmine Rd #3680,Saffron Walden,Essex,CB11 4DJ,01807-346103,01260-744622,earnestine_casper@hotmail.com,http://www.aojmfgcorp.co.uk,Earnestine Casper,hotmail.com,14,False,5
Frankie,Marruffo,Paralegal Personnel,52 Morningside Rd #1,Cilybebyll Community,Neath Port Talbot,SA8 3HE,01295-678319,01966-999493,fmarruffo@gmail.com,http://www.paralegalpersonnel.co.uk,Frankie Marruffo,gmail.com,20,True,2
Paola,Dease,Sunderland Publishing Co,94 Enid St,Birchington,Kent,CT7 9BG,01333-642646,01419-231768,pdease@gmail.com,http://www.sunderlandpublishingco.co.uk,Paola Dease,gmail.com,11,True,3
Rodrigo,Hawkin,"Godfroy, William Esq",661 Great Crosshall St,Forth Ward,City of Edinburgh,EH5 2LR,01936-611490,01280-275755,rodrigo@hotmail.com,http://www.godfroywilliamesq.co.uk,Rodrigo Hawkin,hotmail.com,10,False,3
Luther,Alsman,Crossroads Travel Service Inc,227 Albert Terrace,Belvedere Ward,Greater London,DA17 6EF,01536-639256,01494-500403,luther@gmail.com,http://www.crossroadstravelserviceinc.co.uk,Luther Alsman,gmail.com,14,True,4
Casey,Dondero,Sarrail Lynch & Hall,464 Back Nile St #618,Acton Central Ward,Greater London,W3 6QJ,01728-100333,01862-338494,casey.dondero@hotmail.com,http://www.sarraillynchhall.co.uk,Casey Dondero,hotmail.com,18,False,4
Ressie,Bontemps,Typesetters,42 Eastwood St,Walton Ward,Cambridgeshire,PE4 6HB,01996-854517,01616-608138,ressie_bontemps@bontemps.co.uk,http://www.typesetters.co.uk,Ressie Bontemps,bontemps.co.uk,11,False,1
Sean,Schurman,Cooper Electric Supply Co,2877 Grain St,Caversham Ward,Berkshire,RG4 5DE,01773-139510,01423-385669,sean.schurman@schurman.co.uk,http://www.cooperelectricsupplyco.co.uk,Sean Schurman,schurman.co.uk,14,False,4
Celestina,Pince,Mcallister & Murphy Pc,13 Stockdale St #779,Abingdon on Thames,Oxfordshire,OX14 5QH,01763-475078,01434-734867,cpince@pince.co.uk,http://www.mcallistermurphypc.co.uk,Celestina Pince,pince.co.uk,18,False,4
Maira,Karas,"Blanton, Mary R Attorney",9 Cropper St,Northgate Ward,West Sussex,RH10 1YJ,01582-839217,01927-384903,maira.karas@yahoo.com,http://www.blantonmaryrattorney.co.uk,Maira Karas,yahoo.com,14,False,4
Beth,Barbone,Upper Deck Co,3 Gaskell St,Tynemouth Ward,Tyne and Wear,NE30 2NB,01210-926114,01521-151330,bbarbone@barbone.co.uk,http://www.upperdeckco.co.uk,Beth Barbone,barbone.co.uk,14,False,3
Wei,Nobel,Victory Coating,5221 Royston St,Eccleshall,Staffordshire,ST21 6GA,01912-146880,01608-570699,wei_nobel@hotmail.com,http://www.victorycoating.co.uk,Wei Nobel,hotmail.com,10,False,2
Melissia,Slotemaker,Twining Nemia & Steflik,83 St Johns Lane #43,Linlithgow Ward,West Lothian,EH49 7LS,01515-360513,01936-295031,mslotemaker@gmail.com,http://www.twiningnemiasteflik.co.uk,Melissia Slotemaker,gmail.com,15,True,4
Letha,Akey,Jeanettes Drapery & Upholstery,603 Pall Mall,Layton Ward,Lancashire,FY3 8ND,01694-424205,01605-583419,letha_akey@akey.co.uk,http://www.jeanettesdraperyupholstery.co.uk,Letha Akey,akey.co.uk,11,False,4
Isaac,Semrad,"Prugh, Pamela J Cpa",76 Dawber St #6,Blackheath Westcombe Ward,Greater London,SE3 7JY,01939-738818,01798-503274,isaac.semrad@semrad.co.uk,http://www.prughpamelajcpa.co.uk,Isaac Semrad,semrad.co.uk,25,False,4
Kristine,Klipfel,"Neeley, Gregory W Esq",3380 Alexander St,Moulsham and Central Ward,Essex,CM1 9QQ,01710-435506,01396-935784,kristine.klipfel@yahoo.com,http://www.neeleygregorywesq.co.uk,Kristine Klipfel,yahoo.com,25,False,4
Odette,Moussette,Village Business Center,216 Lissant St #8,Great Dunmow,Essex,CM6 1DQ,01712-248851,01626-260974,odette_moussette@gmail.com,http://www.villagebusinesscenter.co.uk,Odette Moussette,gmail.com,12,True,3
Hobert,Panfilov,"Carlin, Angela G Esq",92 Phythian St #614,Gweek,Cornwall,TR11 5RR,01245-353227,01518-554407,hobert@gmail.com,http://www.carlinangelagesq.co.uk,Hobert Panfilov,gmail.com,5,True,4
Isadora,Mchughes,Fan Shop,792 Queens Rd,Stretford Ward,Greater Manchester,M32 8LR,01526-145485,01338-403471,isadora.mchughes@mchughes.co.uk,http://www.fanshop.co.uk,Isadora Mchughes,mchughes.co.uk,14,False,2
Emily,Pogorelc,Mccartney Printing Services,5196 York St,Orsett Ward,Essex,SS17 8NS,01416-913482,01439-493163,emily.pogorelc@yahoo.com,http://www.mccartneyprintingservices.co.uk,Emily Pogorelc,yahoo.com,11,False,3
Desire,Barresi,Greater Cinc Schl Empl Crdt Un,428 Kearsley St,Hatton,Warwickshire,CV35 7UA,01819-701096,01970-482055,desire@gmail.com,http://www.greatercincschlemplcrdtun.co.uk,Desire Barresi,gmail.com,6,True,6
Rosalind,Stamps,"Haar, Allen F",8 Chestnut St,Barrowford,Lancashire,BB9 6EW,01918-999052,01736-843257,rosalind.stamps@stamps.co.uk,http://www.haarallenf.co.uk,Rosalind Stamps,stamps.co.uk,10,False,3
Vernell,Connley,Harmons,998 Roe St #6,Bellingham,Northumberland,NE48 2BX,01954-363885,01585-863534,vernell@hotmail.com,http://www.harmons.co.uk,Vernell Connley,hotmail.com,10,False,1
Micheline,Mathieson,Mail Boxes Etc,3 Copenhagen Rd,George St,Aberdeenshire,AB25 3UZ,01857-518738,01247-541211,micheline.mathieson@yahoo.com,http://www.mailboxesetc.co.uk,Micheline Mathieson,yahoo.com,9,False,3
Nathan,Outhouse,Grt Amercn Fed Svngs & Ln Assn,293 Vivian St,South Jesmond Ward,Tyne and Wear,NE2 1EY,01555-702650,01364-499130,nathan.outhouse@gmail.com,http://www.grtamercnfedsvngslnassn.co.uk,Nathan Outhouse,gmail.com,18,True,7
Allene,Burau,Allied Plastics,8 Barlow St #6,Barlow,Derbyshire,S18 7TH,01731-825958,01260-963065,allene.burau@hotmail.com,http://www.alliedplastics.co.uk,Allene Burau,hotmail.com,6,False,2
Julie,Sakshaug,Newton Clerk,5 Shakspeare St #66,St. Johns Ward,Hereford and Worcester,B61 8HD,01225-180983,01641-570473,julie@gmail.com,http://www.newtonclerk.co.uk,Julie Sakshaug,gmail.com,14,True,2
Francisca,Shuhi,"Thompson, Chesney Md",7 Carolina St,Bodmin,Cornwall,PL31 1QF,01345-878334,01639-663121,fshuhi@shuhi.co.uk,http://www.thompsonchesneymd.co.uk,Francisca Shuhi,shuhi.co.uk,6,False,3
Marisha,Wilcoxon,Young Door Company,52 Trowbridge St,Knightsbridge and Belgravia Wa,Greater London,SW1X 9HB,01257-461104,01422-891030,marisha.wilcoxon@gmail.com,http://www.youngdoorcompany.co.uk,Marisha Wilcoxon,gmail.com,30,True,3
Telma,Maraia,Reliable Yard Service,25 Village St,Elgin City South Ward,Moray,IV30 1SB,01500-649863,01531-881940,telma@maraia.co.uk,http://www.reliableyardservice.co.uk,Telma Maraia,maraia.co.uk,21,False,3
Luke,Crete,M D & W Railway,4 Peach St #5112,Halstead,Kent,TN14 7EF,01375-820236,01268-175772,luke.crete@crete.co.uk,http://www.mdwrailway.co.uk,Luke Crete,crete.co.uk,8,False,5
Hubert,Mias,Chuckmaster Co,3614 Old Hall St #604,Fawley,Hampshire,SO45 2PT,01408-965643,01857-225719,hubert.mias@gmail.com,http://www.chuckmasterco.co.uk,Hubert Mias,gmail.com,6,True,2
Janella,Altobell,"Shannon, Paul V Esq",3768 Hey Green Rd,Hartshill,Warwickshire,CV10 0TH,01746-505364,01411-597527,jaltobell@hotmail.com,http://www.shannonpaulvesq.co.uk,Janella Altobell,hotmail.com,9,False,4
Angelo,Lavista,Computemp,97 Newlands St,Kensington and Fairfield Ward,Merseyside,L6 9DU,01544-247601,01210-307796,angelo.lavista@gmail.com,http://www.computemp.co.uk,Angelo Lavista,gmail.com,29,True,1
Tran,Mandiola,N Rockland Educl Fed Crdt Un,6226 Maitland St,West Bromwich Central Ward,West Midlands,B70 6DR,01609-235350,01957-151083,tran.mandiola@hotmail.com,http://www.nrocklandeduclfedcrdtun.co.uk,Tran Mandiola,hotmail.com,26,False,6
Reynalda,Vanhooser,A All In One Construction,891 Crocus St,Rowley Ward,West Midlands,B65 8EZ,01951-872658,01350-811035,reynalda@vanhooser.co.uk,http://www.aallinoneconstruction.co.uk,Reynalda Vanhooser,vanhooser.co.uk,11,False,5
Salley,Rieger,Barnett Industries Inc,1 Segrave St,Sutton Trinity Ward,West Midlands,B75 6HJ,01858-162078,01992-655281,salley.rieger@gmail.com,http://www.barnettindustriesinc.co.uk,Salley Rieger,gmail.com,19,True,3
Cheryll,Yurich,Blaineco Structural Movers,666 Moor Place,Shepway South Ward,Kent,ME15 8ST,01780-380120,01494-202350,cheryll_yurich@yurich.co.uk,http://www.blainecostructuralmovers.co.uk,Cheryll Yurich,yurich.co.uk,18,False,3
Crista,Viengxay,Green Point Savings Bank,1554 Christopher St,Everton Ward,Merseyside,L6 1BG,01976-784016,01584-387727,crista@yahoo.com,http://www.greenpointsavingsbank.co.uk,Crista Viengxay,yahoo.com,12,False,4
Lino,Sutulovich,Sherpa Corp,55 Margaret Rd,Heaton Ward,"Yorkshire, West",BD9 4DA,01316-590173,01980-890046,lino.sutulovich@gmail.com,http://www.sherpacorp.co.uk,Lino Sutulovich,gmail.com,11,True,2
Galen,Wendorf,"Russell, Amelia Mosley Esq",8830 Antonio St,Gillingham North Ward,Kent,ME7 1DZ,01220-653456,01420-489285,galen.wendorf@wendorf.co.uk,http://www.russellameliamosleyesq.co.uk,Galen Wendorf,wendorf.co.uk,21,False,4
Gilbert,Langarica,Inter American Press Assn,82 Sinclair St,Bangor Community,Gwynedd,LL57 1DW,01455-565046,01432-324277,gilbert.langarica@gmail.com,http://www.interamericanpressassn.co.uk,Gilbert Langarica,gmail.com,16,True,4
Whitney,Goossen,Eagle Newspapers,7568 Atlas St,Butterwick,Lincolnshire,PE22 0HY,01255-383731,01392-955534,whitney.goossen@hotmail.com,http://www.eaglenewspapers.co.uk,Whitney Goossen,hotmail.com,10,False,2
Socorro,Abrahams,Martin Morrissey,93 Clyde Rd #9,Deepdale Ward,Lancashire,PR1 6TN,01311-567052,01387-779081,socorro_abrahams@abrahams.co.uk,http://www.martinmorrissey.co.uk,Socorro Abrahams,abrahams.co.uk,13,False,2
Mauricio,Flam,"Callender, William C Esq",18 Nimrod St,Walney North Ward,Cumbria,LA14 3SJ,01640-813748,01829-160968,mflam@gmail.com,http://www.callenderwilliamcesq.co.uk,Mauricio Flam,gmail.com,17,True,4
Phillip,Aloi,"Duffield, Michael C",6 Cannock St,Scarcroft,West Yorkshire,LS14 3BW,01490-898175,01867-710914,paloi@hotmail.com,http://www.duffieldmichaelc.co.uk,Phillip Aloi,hotmail.com,9,False,3
Gilberto,Erixon,Advanced Data Systems,2258 Benedict St,Penryn,Cornwall,TR10 8RP,01582-161403,01749-718702,gerixon@gmail.com,http://www.advanceddatasystems.co.uk,Gilberto Erixon,gmail.com,6,True,3
Thad,Puskarich,"Drubner, Norman S Esq",9302 Ismay St #6,Tenterden,Kent,TN30 6JP,01506-152661,01686-258819,thad_puskarich@puskarich.co.uk,http://www.drubnernormansesq.co.uk,Thad Puskarich,puskarich.co.uk,9,False,4
Bambi,Favaron,Desktop Center,3347 Lawrence Rd #456,Haverstock Ward,Greater London,NW5 4EU,01676-354943,01588-347636,bambi.favaron@yahoo.com,http://www.desktopcenter.co.uk,Bambi Favaron,yahoo.com,15,False,2
Marshall,Kozikowski,Viking Lodge,47 Elwy St,Kilpatrick Ward,West Dunbart,G81 6RT,01913-454226,01738-622885,marshall@hotmail.com,http://www.vikinglodge.co.uk,Marshall Kozikowski,hotmail.com,15,False,2
Chery,Wiederin,"Rosenkrance, Brent",553 Picton Rd,Astley Mosley Common Ward,Greater Manchester,M29 7AA,01274-659801,01411-236922,cwiederin@yahoo.com,http://www.rosenkrancebrent.co.uk,Chery Wiederin,yahoo.com,25,False,2
Eileen,Montecalvo,Holiday House Apts,9986 Cantsfield St,St. Peters Ward,Tyne and Wear,SR6 9SD,01904-227024,01278-578708,eileen@yahoo.com,http://www.holidayhouseapts.co.uk,Eileen Montecalvo,yahoo.com,15,False,3
Melita,Szpak,Or Draymen & Warehousemans,1 Sussex St,Cyfarthfa Community,Merthyr Tydfil,CF48 1AR,01431-484822,01294-348695,melita.szpak@szpak.co.uk,http://www.ordraymenwarehousemans.co.uk,Melita Szpak,szpak.co.uk,19,False,4
Ashley,Jessie,"Haney, Tom C Md",9548 Ogwen St #84,Baguley Ward,Greater Manchester,M23 9GB,01740-739731,01598-368995,ashley_jessie@jessie.co.uk,http://www.haneytomcmd.co.uk,Ashley Jessie,jessie.co.uk,12,False,4
Laila,Fend,Burlington Co Library,57 St Georges Hill,Crawcrook and Greenside Ward,Tyne and Wear,NE40 4LJ,01550-206220,01624-621665,lfend@gmail.com,http://www.burlingtoncolibrary.co.uk,Laila Fend,gmail.com,28,True,3
Bobbie,Guillereault,Geneva Woods Professional Ctr,385 Upper Hampton St #39,Southey Ward,South Yorkshire,S5 8LL,01496-781616,01606-682963,bguillereault@gmail.com,http://www.genevawoodsprofessionalctr.co.uk,Bobbie Guillereault,gmail.com,12,True,4
Dana,Paluszynski,Chile Pepper Magazine,6378 Lyell St #48,Trossachs and Teith Ward,Stirling,FK21 8TJ,01847-224345,01907-198323,dpaluszynski@paluszynski.co.uk,http://www.chilepeppermagazine.co.uk,Dana Paluszynski,paluszynski.co.uk,24,False,3
Freida,Newyear,"Flash, Elena Salerno Esq",675 Falstaff St #170,Chapel-en-le-Frith,Derbyshire,SK23 0QG,01773-691786,01890-803440,freida_newyear@yahoo.com,http://www.flashelenasalernoesq.co.uk,Freida Newyear,yahoo.com,18,False,4
Val,Cellucci,Owensboro Brick & Tile,87 Pelops St,Kings Norton Ward,West Midlands,B38 8PL,01387-155607,01488-893833,vcellucci@yahoo.com,http://www.owensborobricktile.co.uk,Val Cellucci,yahoo.com,17,False,4
Horace,Knapp,Mouw & Celello Pc,5 Eyes St,Mid and Upper Nithsdale Ward,Dumfries and Galloway,DG4 6LF,01924-556297,01459-140651,horace.knapp@yahoo.com,http://www.mouwcelellopc.co.uk,Horace Knapp,yahoo.com,28,False,4
Joana,Reinecke,Visiting Nur Assn Ctrl Jersey,2427 Olney St #7,Amersham,Buckinghamshire,HP6 6JH,01320-402522,01866-827990,jreinecke@reinecke.co.uk,http://www.visitingnurassnctrljersey.co.uk,Joana Reinecke,reinecke.co.uk,8,False,5
Tiara,Schlichter,C C Industries,805 Westbank Rd,North Heywood Ward,Greater Manchester,OL10 2DU,01270-562265,01769-234788,tiara_schlichter@schlichter.co.uk,http://www.ccindustries.co.uk,Tiara Schlichter,schlichter.co.uk,18,False,3
Dacia,Swaisgood,Nelson & Paulson Chartered,36 Cranmer St #4697,Little Hereford,Shropshire,SY8 4LE,01984-926059,01275-123842,dacia.swaisgood@swaisgood.co.uk,http://www.nelsonpaulsonchartered.co.uk,Dacia Swaisgood,swaisgood.co.uk,15,False,4
Myong,Babineaux,Capital Thrpy & Spts Medcn Inc,2 Kirkdale Rd,Canning Town North Ward,Greater London,E16 4NF,01897-419567,01801-288675,mbabineaux@babineaux.co.uk,http://www.capitalthrpysptsmedcninc.co.uk,Myong Babineaux,babineaux.co.uk,23,False,6
Gene,Bleile,Sun Toledo Refinery Co,4687 Atherton St,Springfield Ward,West Midlands,B11 4HB,01257-354396,01546-626491,gene_bleile@bleile.co.uk,http://www.suntoledorefineryco.co.uk,Gene Bleile,bleile.co.uk,16,False,4
Kanisha,Difiora,"Mata, Mario A Esq",513 Bailey St,Bontnewydd Community,Gwynedd,LL54 7UP,01770-697837,01426-535429,kanisha@gmail.com,http://www.matamarioaesq.co.uk,Kanisha Difiora,gmail.com,20,True,4
Ayesha,Moeder,Meredith Paving Corp,620 Old Leeds St,Sheviock,Cornwall,PL11 3DF,01284-871485,01800-737237,ayesha@gmail.com,http://www.meredithpavingcorp.co.uk,Ayesha Moeder,gmail.com,8,True,3
Lanie,Smalarz,Philosophical Rsrch Scty Bkstr,5149 Maria Rd,Peterlee,County Durham,SR8 5RL,01218-415062,01279-431606,lanie.smalarz@yahoo.com,http://www.philosophicalrsrchsctybkstr.co.uk,Lanie Smalarz,yahoo.com,8,False,4
Jaleesa,Polintan,New Jersey Tanning Co Inc,8 Taylor St,Shrub End Ward,Essex,CO2 9LW,01507-519053,01973-332478,jpolintan@polintan.co.uk,http://www.newjerseytanningcoinc.co.uk,Jaleesa Polintan,polintan.co.uk,14,False,5
Tamekia,Flotow,All County Inc,588 Venmore St,Twickenham Riverside Ward,Greater London,TW1 2QH,01794-317624,01958-330790,tamekia.flotow@hotmail.com,http://www.allcountyinc.co.uk,Tamekia Flotow,hotmail.com,25,False,3
Ula,Otey,Mail Boxes Etc,1 Newby St,Coleshill,Warwickshire,B46 3LZ,01291-565542,01581-469043,ula@hotmail.com,http://www.mailboxesetc.co.uk,Ula Otey,hotmail.com,9,False,3
Rosendo,Ratel,Elmark Graphics Inc,5588 Lake St #903,Crystal Palace Ward,Greater London,SE19 2TJ,01404-343160,01276-749323,rratel@yahoo.com,http://www.elmarkgraphicsinc.co.uk,Rosendo Ratel,yahoo.com,19,False,3
Timmy,Lintner,Interdependence Associates Inc,9112 Hardwick St,Bowes,County Durham,DL12 9JB,01651-232745,01711-826233,tlintner@hotmail.com,http://www.interdependenceassociatesinc.co.uk,Timmy Lintner,hotmail.com,5,False,3
Zita,Speltz,Mmm Design Group,2395 Gloucester Pl,Halliwell Ward,Greater Manchester,BL1 6DS,01368-497445,01215-755682,zita_speltz@yahoo.com,http://www.mmmdesigngroup.co.uk,Zita Speltz,yahoo.com,14,False,3
Aleisha,Lemm,Pathe Cmptr Cntrl Systems Corp,341 Birchfield St,Wareham St. Martin,Dorset,BH16 6JJ,01341-997268,01864-899304,aleisha.lemm@gmail.com,http://www.pathecmptrcntrlsystemscorp.co.uk,Aleisha Lemm,gmail.com,18,True,5
Naomi,Lavezzo,Torrefazione Italia Inc,9854 Ranelagh Place,Finedon,Northamptonshire,NN9 5EN,01469-888112,01367-310764,naomi.lavezzo@yahoo.com,http://www.torrefazioneitaliainc.co.uk,Naomi Lavezzo,yahoo.com,7,False,3
Aretha,Bowling,"Sawyer, Robert M Esq",8 Nova Scotia,Caerphilly Community,Caerphilly,CF83 3AF,01816-462521,01486-709301,aretha@hotmail.com,http://www.sawyerrobertmesq.co.uk,Aretha Bowling,hotmail.com,20,False,4
Mila,Figuera,U S Sapporo A Inc,72 Lime Place,Old Newton with Dagworth,Suffolk,IP14 4HG,01300-650262,01573-159208,mila_figuera@yahoo.com,http://www.ussapporoainc.co.uk,Mila Figuera,yahoo.com,24,False,5
Orville,Zuehl,"Teti, Louis N Esq",907 Denman St,Crowle and Ealand,North Lincolnshire,DN17 4EN,01998-694754,01752-405851,orville_zuehl@zuehl.co.uk,http://www.tetilouisnesq.co.uk,Orville Zuehl,zuehl.co.uk,17,False,4
Gabriele,Geschke,Levy Security Consultants Ltd,5 Garfield St #9,Milton Regis Ward,Kent,ME10 2EJ,01404-425588,01902-692529,gabriele@geschke.co.uk,http://www.levysecurityconsultantsltd.co.uk,Gabriele Geschke,geschke.co.uk,17,False,4
Kara,Jaquish,El Adobe Inn,345 Feltwell Rd,St. Michaels and Wicksteed War,Northamptonshire,NN15 6BB,01691-316298,01503-303797,kara@yahoo.com,http://www.eladobeinn.co.uk,Kara Jaquish,yahoo.com,30,False,3
Kenny,Lin,Mcmahan Mcmahan & Brinkley,1 Towson St,Howe of Fife and Tay Coast War,Fife,KY14 6AH,01753-900033,01473-417906,kenny@lin.co.uk,http://www.mcmahanmcmahanbrinkley.co.uk,Kenny Lin,lin.co.uk,30,False,4
Vashti,Sugai,Accurate Engraving Co,4 Candia St #6,Shipston on Stour,Warwickshire,CV36 4HE,01311-723137,01528-551210,vashti@gmail.com,http://www.accurateengravingco.co.uk,Vashti Sugai,gmail.com,17,True,3
Jordan,Handsaker,Shirleys Print Shoppe,2 Cherry Lane,Strood South Ward,Kent,ME2 2NJ,01793-443665,01964-984369,jordan_handsaker@gmail.com,http://www.shirleysprintshoppe.co.uk,Jordan Handsaker,gmail.com,17,True,3
Carisa,Degenhardt,Schwend Signs,7 Britannia Ave #875,Newton-with-Clifton,Lancashire,PR4 3RQ,01911-775929,01913-319581,carisa.degenhardt@degenhardt.co.uk,http://www.schwendsigns.co.uk,Carisa Degenhardt,degenhardt.co.uk,19,False,2
Audrie,Danaher,K C Products Co,63 Brunswick Sq,Llanelli Rural Community,Carmarthenshire,SA15 5YN,01344-670413,01956-885635,adanaher@yahoo.com,http://www.kcproductsco.co.uk,Audrie Danaher,yahoo.com,24,False,4
Shaunna,Rodamis,Engelbrecht Ackerman & Hassman,5 Gainsborough Rd,Newington Ward,Greater London,SE1 6EH,01658-509610,01529-959860,shaunna.rodamis@yahoo.com,http://www.engelbrechtackermanhassman.co.uk,Shaunna Rodamis,yahoo.com,14,False,4
Coleen,Langer,Valley Prodn Ctr For Vid & Aud,745 Goodall St #9309,Much Wenlock,Shropshire,TF13 6HB,01956-525612,01746-728526,coleen.langer@hotmail.com,http://www.valleyprodnctrforvidaud.co.uk,Coleen Langer,hotmail.com,12,False,7
Katie,Choinski,Coastal Technologies,1267 Alderson Rd,Churchdown,Gloucestershire,GL3 2BA,01606-772920,01762-227896,katie@choinski.co.uk,http://www.coastaltechnologies.co.uk,Katie Choinski,choinski.co.uk,10,False,2
Dannie,Brau,Goodfellow Agency,2 Gay St #3702,Werrington South Ward,Cambridgeshire,PE7 2QA,01675-779811,01380-595884,dbrau@brau.co.uk,http://www.goodfellowagency.co.uk,Dannie Brau,brau.co.uk,21,False,2
Ashanti,Donn,Denticator,3409 Benns Gardens,Hollington Ward,East Sussex,TN38 9NE,01352-599278,01721-697548,adonn@yahoo.com,http://www.denticator.co.uk,Ashanti Donn,yahoo.com,15,False,1
Madalyn,Dubberly,L & M Industrial Chemicals Inc,1 Lower Burlington St,Northfleet South Ward,Kent,DA11 8RN,01974-720949,01910-745476,madalyn.dubberly@gmail.com,http://www.lmindustrialchemicalsinc.co.uk,Madalyn Dubberly,gmail.com,21,True,6
Santos,Signore,"Gallagher, John J Esq",4706 Chapel Place #5993,Steyning,West Sussex,BN44 3DF,01614-431131,01670-346228,santos@gmail.com,http://www.gallagherjohnjesq.co.uk,Santos Signore,gmail.com,8,True,4
Alyce,Flamino,"Sadowski, Jeffrey A",4 Mather St,Holbrook Ward,West Midlands,CV6 4BN,01361-927368,01678-781372,alyce@yahoo.com,http://www.sadowskijeffreya.co.uk,Alyce Flamino,yahoo.com,13,False,3
Pearly,Ero,Rug Gallery,9960 Gilroy Rd,Woodhouse Ward,Greater London,N12 9JT,01329-374051,01408-866700,pero@hotmail.com,http://www.ruggallery.co.uk,Pearly Ero,hotmail.com,14,False,2
Cherrie,Nitschke,"Watson, Richard I Md",3 Burnall St,Keighley,West Yorkshire,BD20 6DA,01373-498883,01955-289452,cherrie_nitschke@yahoo.com,http://www.watsonrichardimd.co.uk,Cherrie Nitschke,yahoo.com,8,False,4
Maia,Shadd,Pigeon Falls State Bank,8 Bigham Rd,Deal,Kent,CT14 9QJ,01950-708083,01295-412046,maia_shadd@gmail.com,http://www.pigeonfallsstatebank.co.uk,Maia Shadd,gmail.com,4,True,4
Edwin,Logghe,Joseph Victor & Son Inc,950 Gordon St,Heanor and Loscoe,Derbyshire,DE75 7FZ,01366-667615,01627-549610,edwin_logghe@hotmail.com,http://www.josephvictorsoninc.co.uk,Edwin Logghe,hotmail.com,17,False,5
Leigha,Semenza,Unique Epoxy,784 Juno St #7653,North Horsham,West Sussex,RH12 4GW,01406-216625,01286-731684,lsemenza@yahoo.com,http://www.uniqueepoxy.co.uk,Leigha Semenza,yahoo.com,13,False,2
Walker,Seeger,Jim Dunnam Builder Inc,69 Chantrey St #90,Hickling,Norfolk,NR12 0YB,01245-616596,01531-463162,walker.seeger@yahoo.com,http://www.jimdunnambuilderinc.co.uk,Walker Seeger,yahoo.com,8,False,4
Nakita,Rodrigues,Richard Mulholland Prop Inc,4 Northbrook St #600,Edmonton Green Ward,Greater London,N18 2NF,01679-150583,01607-496390,nakita_rodrigues@gmail.com,http://www.richardmulhollandpropinc.co.uk,Nakita Rodrigues,gmail.com,19,True,4
Kattie,Ozane,"Page, Patricia A Esq",526 Liffey St #759,Westbury,Wiltshire,BA13 3QU,01322-491007,01807-524286,kozane@gmail.com,http://www.pagepatriciaaesq.co.uk,Kattie Ozane,gmail.com,8,True,4
Lamar,Suite,T J Boyle & Associates,6301 Dorset Rd,Harefield Ward,Greater London,UB9 6LF,01716-613102,01885-144424,lsuite@yahoo.com,http://www.tjboyleassociates.co.uk,Lamar Suite,yahoo.com,14,False,5
Juliana,Uken,Charles S Cavadini Cic,4 Summer Seat Bootle,Moulsecoomb and Bevendean Ward,Brighton and Hove,BN2 4TL,01962-844141,01981-109913,juliana.uken@yahoo.com,http://www.charlesscavadinicic.co.uk,Juliana Uken,yahoo.com,30,False,4
Chan,Loftin,Hydrick Law Offices,84 Walton Village,Horfield Ward,Bristol,BS7 0AX,01507-583669,01698-163177,chan@gmail.com,http://www.hydricklawoffices.co.uk,Chan Loftin,gmail.com,13,True,3
Delpha,Detamore,Bilar Tool & Die Inc,8 Tagus St #9814,Cleator Moor,Cumbria,CA25 5EF,01322-480025,01517-750609,delpha.detamore@yahoo.com,http://www.bilartooldieinc.co.uk,Delpha Detamore,yahoo.com,12,False,5
Floyd,Tivis,Sheplers Western Wear,770 Jamaica St,Penmaenmawr Community,Conwy,LL34 6BH,01882-970809,01838-712829,floyd_tivis@hotmail.com,http://www.sheplerswesternwear.co.uk,Floyd Tivis,hotmail.com,21,False,3
Chantell,Besong,"Kelly, Mark C",11 Tetlow St,Parsons Green and Walham Ward,Greater London,SW6 4QP,01607-329400,01218-142767,chantell_besong@gmail.com,http://www.kellymarkc.co.uk,Chantell Besong,gmail.com,29,True,3
Martin,Fonua,Aviation Insurance Inc,7642 Ledward St,Cressington Ward,Merseyside,L19 0LN,01919-185409,01921-686016,mfonua@yahoo.com,http://www.aviationinsuranceinc.co.uk,Martin Fonua,yahoo.com,16,False,3
